date,city,country,parameter,value,unit,latitude,longitude,year,month,day_of_week,is_weekend,season
2020-02-27,São Paulo,Brazil,NO2,114.63,µg/m³,-23.5505,-46.6333,2020,2,3,0,Verão
2020-02-28,São Paulo,Brazil,NO2,98.28,µg/m³,-23.5505,-46.6333,2020,2,4,0,Verão
2020-02-29,São Paulo,Brazil,NO2,105.15,µg/m³,-23.5505,-46.6333,2020,2,5,1,Verão
2020-03-01,São Paulo,Brazil,NO2,111.43,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-02,São Paulo,Brazil,NO2,115.13,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-03,São Paulo,Brazil,NO2,94.55,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-04,São Paulo,Brazil,NO2,103.29,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-05,São Paulo,Brazil,NO2,101.97,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-06,São Paulo,Brazil,NO2,100.26,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-07,São Paulo,Brazil,NO2,124.52,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-08,São Paulo,Brazil,NO2,110.99,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-09,São Paulo,Brazil,NO2,94.4,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-10,São Paulo,Brazil,NO2,116.25,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-11,São Paulo,Brazil,NO2,128.36,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-12,São Paulo,Brazil,NO2,117.52,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-13,São Paulo,Brazil,NO2,92.06,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-14,São Paulo,Brazil,NO2,102.46,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-15,São Paulo,Brazil,NO2,120.03,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-16,São Paulo,Brazil,NO2,100.33,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-17,São Paulo,Brazil,NO2,111.89,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-18,São Paulo,Brazil,NO2,115.24,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-19,São Paulo,Brazil,NO2,98.27,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-20,São Paulo,Brazil,NO2,106.98,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-21,São Paulo,Brazil,NO2,75.2,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-22,São Paulo,Brazil,NO2,97.4,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-23,São Paulo,Brazil,NO2,105.14,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-24,São Paulo,Brazil,NO2,95.22,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-25,São Paulo,Brazil,NO2,124.04,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-26,São Paulo,Brazil,NO2,93.44,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-27,São Paulo,Brazil,NO2,103.35,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-28,São Paulo,Brazil,NO2,109.08,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-29,São Paulo,Brazil,NO2,122.19,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-30,São Paulo,Brazil,NO2,93.43,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-31,São Paulo,Brazil,NO2,119.43,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-04-01,São Paulo,Brazil,NO2,107.9,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-02,São Paulo,Brazil,NO2,97.98,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-03,São Paulo,Brazil,NO2,112.41,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-04,São Paulo,Brazil,NO2,109.78,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-05,São Paulo,Brazil,NO2,101.77,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-06,São Paulo,Brazil,NO2,108.46,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-07,São Paulo,Brazil,NO2,103.89,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-08,São Paulo,Brazil,NO2,108.86,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-09,São Paulo,Brazil,NO2,114.33,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-10,São Paulo,Brazil,NO2,123.54,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-11,São Paulo,Brazil,NO2,95.28,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-12,São Paulo,Brazil,NO2,128.96,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-13,São Paulo,Brazil,NO2,88.07,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-14,São Paulo,Brazil,NO2,106.04,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-15,São Paulo,Brazil,NO2,113.4,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-16,São Paulo,Brazil,NO2,110.29,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-17,São Paulo,Brazil,NO2,101.2,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-18,São Paulo,Brazil,NO2,105.3,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-19,São Paulo,Brazil,NO2,102.4,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-20,São Paulo,Brazil,NO2,101.39,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-21,São Paulo,Brazil,NO2,115.72,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-22,São Paulo,Brazil,NO2,110.74,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-23,São Paulo,Brazil,NO2,100.17,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-24,São Paulo,Brazil,NO2,116.04,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-25,São Paulo,Brazil,NO2,110.05,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-26,São Paulo,Brazil,NO2,115.03,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-27,São Paulo,Brazil,NO2,113.13,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-28,São Paulo,Brazil,NO2,98.46,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-29,São Paulo,Brazil,NO2,101.07,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-30,São Paulo,Brazil,NO2,114.07,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-05-01,São Paulo,Brazil,NO2,112.62,µg/m³,-23.5505,-46.6333,2020,5,4,0,Outono
2020-05-02,São Paulo,Brazil,NO2,106.22,µg/m³,-23.5505,-46.6333,2020,5,5,1,Outono
2020-05-03,São Paulo,Brazil,NO2,107.51,µg/m³,-23.5505,-46.6333,2020,5,6,1,Outono
2020-05-04,São Paulo,Brazil,NO2,119.03,µg/m³,-23.5505,-46.6333,2020,5,0,0,Outono
2020-05-05,São Paulo,Brazil,NO2,100.24,µg/m³,-23.5505,-46.6333,2020,5,1,0,Outono
2020-05-06,São Paulo,Brazil,NO2,111.53,µg/m³,-23.5505,-46.6333,2020,5,2,0,Outono
2020-05-07,São Paulo,Brazil,NO2,103.94,µg/m³,-23.5505,-46.6333,2020,5,3,0,Outono
2020-05-08,São Paulo,Brazil,NO2,103.68,µg/m³,-23.5505,-46.6333,2020,5,4,0,Outono
2020-05-09,São Paulo,Brazil,NO2,116.75,µg/m³,-23.5505,-46.6333,2020,5,5,1,Outono
2020-05-10,São Paulo,Brazil,NO2,113.91,µg/m³,-23.5505,-46.6333,2020,5,6,1,Outono
2020-05-11,São Paulo,Brazil,NO2,113.68,µg/m³,-23.5505,-46.6333,2020,5,0,0,Outono
2020-05-12,São Paulo,Brazil,NO2,118.49,µg/m³,-23.5505,-46.6333,2020,5,1,0,Outono
2020-05-13,São Paulo,Brazil,NO2,105.53,µg/m³,-23.5505,-46.6333,2020,5,2,0,Outono
2020-05-14,São Paulo,Brazil,NO2,112.03,µg/m³,-23.5505,-46.6333,2020,5,3,0,Outono
2020-05-15,São Paulo,Brazil,NO2,101.99,µg/m³,-23.5505,-46.6333,2020,5,4,0,Outono
2020-05-16,São Paulo,Brazil,NO2,108.21,µg/m³,-23.5505,-46.6333,2020,5,5,1,Outono
2020-05-17,São Paulo,Brazil,NO2,103.55,µg/m³,-23.5505,-46.6333,2020,5,6,1,Outono
2020-05-18,São Paulo,Brazil,NO2,105.7,µg/m³,-23.5505,-46.6333,2020,5,0,0,Outono
2020-05-19,São Paulo,Brazil,NO2,110.56,µg/m³,-23.5505,-46.6333,2020,5,1,0,Outono
2020-05-20,São Paulo,Brazil,NO2,96.29,µg/m³,-23.5505,-46.6333,2020,5,2,0,Outono
2020-05-21,São Paulo,Brazil,NO2,125.27,µg/m³,-23.5505,-46.6333,2020,5,3,0,Outono
2020-05-22,São Paulo,Brazil,NO2,94.16,µg/m³,-23.5505,-46.6333,2020,5,4,0,Outono
2020-05-23,São Paulo,Brazil,NO2,91.94,µg/m³,-23.5505,-46.6333,2020,5,5,1,Outono
2020-05-24,São Paulo,Brazil,NO2,115.53,µg/m³,-23.5505,-46.6333,2020,5,6,1,Outono
2020-05-25,São Paulo,Brazil,NO2,111.73,µg/m³,-23.5505,-46.6333,2020,5,0,0,Outono
2020-05-26,São Paulo,Brazil,NO2,109.92,µg/m³,-23.5505,-46.6333,2020,5,1,0,Outono
2020-05-27,São Paulo,Brazil,NO2,109.82,µg/m³,-23.5505,-46.6333,2020,5,2,0,Outono
2020-05-28,São Paulo,Brazil,NO2,103.27,µg/m³,-23.5505,-46.6333,2020,5,3,0,Outono
2020-05-29,São Paulo,Brazil,NO2,94.28,µg/m³,-23.5505,-46.6333,2020,5,4,0,Outono
2020-05-30,São Paulo,Brazil,NO2,103.86,µg/m³,-23.5505,-46.6333,2020,5,5,1,Outono
2020-05-31,São Paulo,Brazil,NO2,96.19,µg/m³,-23.5505,-46.6333,2020,5,6,1,Outono
2020-06-01,São Paulo,Brazil,NO2,112.56,µg/m³,-23.5505,-46.6333,2020,6,0,0,Inverno
2020-06-02,São Paulo,Brazil,NO2,101.19,µg/m³,-23.5505,-46.6333,2020,6,1,0,Inverno
2020-06-03,São Paulo,Brazil,NO2,94.25,µg/m³,-23.5505,-46.6333,2020,6,2,0,Inverno
2020-06-04,São Paulo,Brazil,NO2,99.14,µg/m³,-23.5505,-46.6333,2020,6,3,0,Inverno
2020-06-05,São Paulo,Brazil,NO2,106.33,µg/m³,-23.5505,-46.6333,2020,6,4,0,Inverno
2020-06-06,São Paulo,Brazil,NO2,96.41,µg/m³,-23.5505,-46.6333,2020,6,5,1,Inverno
2020-06-07,São Paulo,Brazil,NO2,93.67,µg/m³,-23.5505,-46.6333,2020,6,6,1,Inverno
2020-06-08,São Paulo,Brazil,NO2,104.17,µg/m³,-23.5505,-46.6333,2020,6,0,0,Inverno
2020-06-09,São Paulo,Brazil,NO2,104.02,µg/m³,-23.5505,-46.6333,2020,6,1,0,Inverno
2020-06-10,São Paulo,Brazil,NO2,96.34,µg/m³,-23.5505,-46.6333,2020,6,2,0,Inverno
2020-06-11,São Paulo,Brazil,NO2,96.54,µg/m³,-23.5505,-46.6333,2020,6,3,0,Inverno
2020-06-12,São Paulo,Brazil,NO2,103.41,µg/m³,-23.5505,-46.6333,2020,6,4,0,Inverno
2020-06-13,São Paulo,Brazil,NO2,86.45,µg/m³,-23.5505,-46.6333,2020,6,5,1,Inverno
2020-06-14,São Paulo,Brazil,NO2,86.69,µg/m³,-23.5505,-46.6333,2020,6,6,1,Inverno
2020-06-15,São Paulo,Brazil,NO2,93.41,µg/m³,-23.5505,-46.6333,2020,6,0,0,Inverno
2020-06-16,São Paulo,Brazil,NO2,98.3,µg/m³,-23.5505,-46.6333,2020,6,1,0,Inverno
2020-06-17,São Paulo,Brazil,NO2,103.38,µg/m³,-23.5505,-46.6333,2020,6,2,0,Inverno
2020-06-18,São Paulo,Brazil,NO2,114.85,µg/m³,-23.5505,-46.6333,2020,6,3,0,Inverno
2020-06-19,São Paulo,Brazil,NO2,108.51,µg/m³,-23.5505,-46.6333,2020,6,4,0,Inverno
2020-06-20,São Paulo,Brazil,NO2,98.16,µg/m³,-23.5505,-46.6333,2020,6,5,1,Inverno
2020-06-21,São Paulo,Brazil,NO2,99.4,µg/m³,-23.5505,-46.6333,2020,6,6,1,Inverno
2020-06-22,São Paulo,Brazil,NO2,89.4,µg/m³,-23.5505,-46.6333,2020,6,0,0,Inverno
2020-06-23,São Paulo,Brazil,NO2,99.07,µg/m³,-23.5505,-46.6333,2020,6,1,0,Inverno
2020-06-24,São Paulo,Brazil,NO2,96.2,µg/m³,-23.5505,-46.6333,2020,6,2,0,Inverno
2020-06-25,São Paulo,Brazil,NO2,102.14,µg/m³,-23.5505,-46.6333,2020,6,3,0,Inverno
2020-06-26,São Paulo,Brazil,NO2,90.47,µg/m³,-23.5505,-46.6333,2020,6,4,0,Inverno
2020-06-27,São Paulo,Brazil,NO2,103.76,µg/m³,-23.5505,-46.6333,2020,6,5,1,Inverno
2020-06-28,São Paulo,Brazil,NO2,113.73,µg/m³,-23.5505,-46.6333,2020,6,6,1,Inverno
2020-01-01,São Paulo,Brazil,O3,102.52,µg/m³,-23.5505,-46.6333,2020,1,2,0,Verão
2020-01-02,São Paulo,Brazil,O3,108.7,µg/m³,-23.5505,-46.6333,2020,1,3,0,Verão
2020-01-03,São Paulo,Brazil,O3,113.89,µg/m³,-23.5505,-46.6333,2020,1,4,0,Verão
2020-01-04,São Paulo,Brazil,O3,122.07,µg/m³,-23.5505,-46.6333,2020,1,5,1,Verão
2020-01-05,São Paulo,Brazil,O3,118.36,µg/m³,-23.5505,-46.6333,2020,1,6,1,Verão
2020-01-06,São Paulo,Brazil,O3,127.67,µg/m³,-23.5505,-46.6333,2020,1,0,0,Verão
2020-01-07,São Paulo,Brazil,O3,122.74,µg/m³,-23.5505,-46.6333,2020,1,1,0,Verão
2020-01-08,São Paulo,Brazil,O3,118.72,µg/m³,-23.5505,-46.6333,2020,1,2,0,Verão
2020-01-09,São Paulo,Brazil,O3,141.1,µg/m³,-23.5505,-46.6333,2020,1,3,0,Verão
2020-01-10,São Paulo,Brazil,O3,122.58,µg/m³,-23.5505,-46.6333,2020,1,4,0,Verão
2020-01-11,São Paulo,Brazil,O3,114.37,µg/m³,-23.5505,-46.6333,2020,1,5,1,Verão
2020-01-12,São Paulo,Brazil,O3,137.46,µg/m³,-23.5505,-46.6333,2020,1,6,1,Verão
2020-01-13,São Paulo,Brazil,O3,131.03,µg/m³,-23.5505,-46.6333,2020,1,0,0,Verão
2020-01-14,São Paulo,Brazil,O3,137.35,µg/m³,-23.5505,-46.6333,2020,1,1,0,Verão
2020-01-15,São Paulo,Brazil,O3,118.25,µg/m³,-23.5505,-46.6333,2020,1,2,0,Verão
2020-01-16,São Paulo,Brazil,O3,129.29,µg/m³,-23.5505,-46.6333,2020,1,3,0,Verão
2020-01-17,São Paulo,Brazil,O3,105.16,µg/m³,-23.5505,-46.6333,2020,1,4,0,Verão
2020-01-18,São Paulo,Brazil,O3,127.7,µg/m³,-23.5505,-46.6333,2020,1,5,1,Verão
2020-01-19,São Paulo,Brazil,O3,118.45,µg/m³,-23.5505,-46.6333,2020,1,6,1,Verão
2020-01-20,São Paulo,Brazil,O3,106.64,µg/m³,-23.5505,-46.6333,2020,1,0,0,Verão
2020-01-21,São Paulo,Brazil,O3,130.68,µg/m³,-23.5505,-46.6333,2020,1,1,0,Verão
2020-01-22,São Paulo,Brazil,O3,102.41,µg/m³,-23.5505,-46.6333,2020,1,2,0,Verão
2020-01-23,São Paulo,Brazil,O3,101.54,µg/m³,-23.5505,-46.6333,2020,1,3,0,Verão
2020-01-24,São Paulo,Brazil,O3,124.46,µg/m³,-23.5505,-46.6333,2020,1,4,0,Verão
2020-01-25,São Paulo,Brazil,O3,126.7,µg/m³,-23.5505,-46.6333,2020,1,5,1,Verão
2020-01-26,São Paulo,Brazil,O3,130.85,µg/m³,-23.5505,-46.6333,2020,1,6,1,Verão
2020-01-27,São Paulo,Brazil,O3,128.72,µg/m³,-23.5505,-46.6333,2020,1,0,0,Verão
2020-01-28,São Paulo,Brazil,O3,136.22,µg/m³,-23.5505,-46.6333,2020,1,1,0,Verão
2020-01-29,São Paulo,Brazil,O3,128.61,µg/m³,-23.5505,-46.6333,2020,1,2,0,Verão
2020-01-30,São Paulo,Brazil,O3,120.44,µg/m³,-23.5505,-46.6333,2020,1,3,0,Verão
2020-01-31,São Paulo,Brazil,O3,121.18,µg/m³,-23.5505,-46.6333,2020,1,4,0,Verão
2020-02-01,São Paulo,Brazil,O3,119.24,µg/m³,-23.5505,-46.6333,2020,2,5,1,Verão
2020-02-02,São Paulo,Brazil,O3,125.16,µg/m³,-23.5505,-46.6333,2020,2,6,1,Verão
2020-02-03,São Paulo,Brazil,O3,111.38,µg/m³,-23.5505,-46.6333,2020,2,0,0,Verão
2020-02-04,São Paulo,Brazil,O3,125.91,µg/m³,-23.5505,-46.6333,2020,2,1,0,Verão
2020-02-05,São Paulo,Brazil,O3,121.78,µg/m³,-23.5505,-46.6333,2020,2,2,0,Verão
2020-02-06,São Paulo,Brazil,O3,125.54,µg/m³,-23.5505,-46.6333,2020,2,3,0,Verão
2020-02-07,São Paulo,Brazil,O3,125.71,µg/m³,-23.5505,-46.6333,2020,2,4,0,Verão
2020-02-08,São Paulo,Brazil,O3,98.54,µg/m³,-23.5505,-46.6333,2020,2,5,1,Verão
2020-02-09,São Paulo,Brazil,O3,114.18,µg/m³,-23.5505,-46.6333,2020,2,6,1,Verão
2020-02-10,São Paulo,Brazil,O3,122.24,µg/m³,-23.5505,-46.6333,2020,2,0,0,Verão
2020-02-11,São Paulo,Brazil,O3,122.91,µg/m³,-23.5505,-46.6333,2020,2,1,0,Verão
2020-02-12,São Paulo,Brazil,O3,126.18,µg/m³,-23.5505,-46.6333,2020,2,2,0,Verão
2020-02-13,São Paulo,Brazil,O3,126.74,µg/m³,-23.5505,-46.6333,2020,2,3,0,Verão
2020-02-14,São Paulo,Brazil,O3,139.01,µg/m³,-23.5505,-46.6333,2020,2,4,0,Verão
2020-02-15,São Paulo,Brazil,O3,127.09,µg/m³,-23.5505,-46.6333,2020,2,5,1,Verão
2020-02-16,São Paulo,Brazil,O3,120.96,µg/m³,-23.5505,-46.6333,2020,2,6,1,Verão
2020-02-17,São Paulo,Brazil,O3,108.22,µg/m³,-23.5505,-46.6333,2020,2,0,0,Verão
2020-02-18,São Paulo,Brazil,O3,110.64,µg/m³,-23.5505,-46.6333,2020,2,1,0,Verão
2020-02-19,São Paulo,Brazil,O3,129.8,µg/m³,-23.5505,-46.6333,2020,2,2,0,Verão
2020-02-20,São Paulo,Brazil,O3,135.16,µg/m³,-23.5505,-46.6333,2020,2,3,0,Verão
2020-02-21,São Paulo,Brazil,O3,140.08,µg/m³,-23.5505,-46.6333,2020,2,4,0,Verão
2020-02-22,São Paulo,Brazil,O3,116.5,µg/m³,-23.5505,-46.6333,2020,2,5,1,Verão
2020-02-23,São Paulo,Brazil,O3,121.84,µg/m³,-23.5505,-46.6333,2020,2,6,1,Verão
2020-02-24,São Paulo,Brazil,O3,127.41,µg/m³,-23.5505,-46.6333,2020,2,0,0,Verão
2020-02-25,São Paulo,Brazil,O3,145.56,µg/m³,-23.5505,-46.6333,2020,2,1,0,Verão
2020-02-26,São Paulo,Brazil,O3,126.34,µg/m³,-23.5505,-46.6333,2020,2,2,0,Verão
2020-02-27,São Paulo,Brazil,O3,140.8,µg/m³,-23.5505,-46.6333,2020,2,3,0,Verão
2020-02-28,São Paulo,Brazil,O3,127.08,µg/m³,-23.5505,-46.6333,2020,2,4,0,Verão
2020-02-29,São Paulo,Brazil,O3,137.0,µg/m³,-23.5505,-46.6333,2020,2,5,1,Verão
2020-03-01,São Paulo,Brazil,O3,135.83,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-02,São Paulo,Brazil,O3,127.31,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-03,São Paulo,Brazil,O3,115.53,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-04,São Paulo,Brazil,O3,123.12,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-05,São Paulo,Brazil,O3,140.78,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-06,São Paulo,Brazil,O3,134.75,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-07,São Paulo,Brazil,O3,121.71,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-08,São Paulo,Brazil,O3,122.69,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-09,São Paulo,Brazil,O3,108.87,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-10,São Paulo,Brazil,O3,140.69,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-11,São Paulo,Brazil,O3,135.17,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-12,São Paulo,Brazil,O3,125.0,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-13,São Paulo,Brazil,O3,128.43,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-14,São Paulo,Brazil,O3,104.78,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-15,São Paulo,Brazil,O3,121.67,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-16,São Paulo,Brazil,O3,139.93,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-17,São Paulo,Brazil,O3,136.45,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-18,São Paulo,Brazil,O3,129.98,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-19,São Paulo,Brazil,O3,126.57,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-20,São Paulo,Brazil,O3,134.72,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-21,São Paulo,Brazil,O3,123.97,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-22,São Paulo,Brazil,O3,110.17,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-23,São Paulo,Brazil,O3,126.79,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-24,São Paulo,Brazil,O3,130.9,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-03-25,São Paulo,Brazil,O3,138.12,µg/m³,-23.5505,-46.6333,2020,3,2,0,Outono
2020-03-26,São Paulo,Brazil,O3,112.5,µg/m³,-23.5505,-46.6333,2020,3,3,0,Outono
2020-03-27,São Paulo,Brazil,O3,125.7,µg/m³,-23.5505,-46.6333,2020,3,4,0,Outono
2020-03-28,São Paulo,Brazil,O3,126.19,µg/m³,-23.5505,-46.6333,2020,3,5,1,Outono
2020-03-29,São Paulo,Brazil,O3,115.95,µg/m³,-23.5505,-46.6333,2020,3,6,1,Outono
2020-03-30,São Paulo,Brazil,O3,131.84,µg/m³,-23.5505,-46.6333,2020,3,0,0,Outono
2020-03-31,São Paulo,Brazil,O3,134.45,µg/m³,-23.5505,-46.6333,2020,3,1,0,Outono
2020-04-01,São Paulo,Brazil,O3,124.07,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-02,São Paulo,Brazil,O3,147.52,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-03,São Paulo,Brazil,O3,123.78,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-04,São Paulo,Brazil,O3,122.5,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-05,São Paulo,Brazil,O3,122.2,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-06,São Paulo,Brazil,O3,118.79,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-07,São Paulo,Brazil,O3,121.33,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-08,São Paulo,Brazil,O3,112.57,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-09,São Paulo,Brazil,O3,124.97,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-10,São Paulo,Brazil,O3,127.44,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-11,São Paulo,Brazil,O3,104.01,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-12,São Paulo,Brazil,O3,125.78,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-13,São Paulo,Brazil,O3,127.19,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-14,São Paulo,Brazil,O3,131.88,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-15,São Paulo,Brazil,O3,138.74,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-16,São Paulo,Brazil,O3,135.17,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-17,São Paulo,Brazil,O3,120.4,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-18,São Paulo,Brazil,O3,119.2,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-19,São Paulo,Brazil,O3,132.31,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-20,São Paulo,Brazil,O3,120.98,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-21,São Paulo,Brazil,O3,114.12,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-22,São Paulo,Brazil,O3,150.08,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-23,São Paulo,Brazil,O3,123.17,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-04-24,São Paulo,Brazil,O3,119.95,µg/m³,-23.5505,-46.6333,2020,4,4,0,Outono
2020-04-25,São Paulo,Brazil,O3,104.23,µg/m³,-23.5505,-46.6333,2020,4,5,1,Outono
2020-04-26,São Paulo,Brazil,O3,134.59,µg/m³,-23.5505,-46.6333,2020,4,6,1,Outono
2020-04-27,São Paulo,Brazil,O3,116.13,µg/m³,-23.5505,-46.6333,2020,4,0,0,Outono
2020-04-28,São Paulo,Brazil,O3,126.22,µg/m³,-23.5505,-46.6333,2020,4,1,0,Outono
2020-04-29,São Paulo,Brazil,O3,135.54,µg/m³,-23.5505,-46.6333,2020,4,2,0,Outono
2020-04-30,São Paulo,Brazil,O3,116.05,µg/m³,-23.5505,-46.6333,2020,4,3,0,Outono
2020-05-01,São Paulo,Brazil,O3,126.49,µg/m³,-23.5505,-46.6333,2020,5,4,0,Outono
2020-05-02,São Paulo,Brazil,O3,140.84,µg/m³,-23.5505,-46.6333,2020,5,5,1,Outono
